char	code	code_short	code_more	key_unit	stroke_unit	char_unit	units	flag	segments
必	nte	nt		0	0	0	〖※※〗	丿·杂合〔丿 ⿻〕	*0-2,4/3
讯	ynfh	ynf		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	0,1/2/3,4
记	ynn	yn		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0,1/2-4
永	ynii	yni		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	0/1/2-4
司	ngkd	ngk		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	0/1/2-4
尼	nxv	nx		0	0	0	〖※※〗	折·杂合〔乛 ⿻〕	0-2/3,4
民	nav	n/na		0	0	0	〖※※〗	折·杂合〔乛 ⿻〕	0-2/3,4
弗	xjk			0	0	0	〖※※〗	竖·杂合〔丨 ⿻〕	0-2/3,4
弘	xcy			0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-2/3,4
出	bmk	bm		0	0	0	〖※※〗	竖·杂合〔丨 ⿻〕	0,1/2-4
辽	bpk	bp		0	0	0	〖※※〗	竖·杂合〔丨 ⿻〕	0,1/2-4
奶	ven	ve	⊙vet	0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3,4
奴	vcy			0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-2/3,4
召	vkf			0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-4
加	lkg	lk		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0,1/2-4
皮	hci	hc		0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0-2/3,4
边	lpv	lp	⊙lpe	0	0	0	〖※※〗	折·杂合〔乛 ⿻〕	0,1/2-4
孕	ebf			0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-4
发	ntcy	v/ntc		0	0	0	〖※※※〗		0/1/2,3/4
圣	cff			0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-4
对	cfy	cf		0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0,1/2-4
台	ckf	ck		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-4
矛	cbtr	cbt		0	0	0	〖※※※〗	丿·上下〔丿 ⿱〕	0,1/2,3/4
纠	xnhh	xnh		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	0-2/3/4
母	xgui		⊙xyyi	0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	0,1/3/2,4
幼	xln		⊙xlt	0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3,4
丝	xxgf	xxg		0	0	0	〖※※※〗	横·上下〔一 ⿱〕	0,1/2,3/4
邦	dtbh	dtb		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
式	aad	aa		0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0,4,5/1-3
迂	gfpk	gfp		0	0	0	〖※※※〗	竖·杂合〔丨 ⿻〕	
刑	gajh			0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
戎	ade			0	0	0	〖※※〗	丿·杂合〔丿 ⿻〕	0,3-5/1,2
动	fcln	fcl	⊙fclt	0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	0,1/2,3/4,5
扛	rag			0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
寺	ffu	ff		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
吉	fkf	fk		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
扣	rkg	rk		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
考	ftgn	ftg		0	0	0	〖※※※〗		
托	rtan	rta		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
老	ftxb	ftx		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
巩	amyy	amy		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
圾	feyy	fe/fey		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
执	rvyy	rvy		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
扩	ryt	ry		0	0	0	〖※※〗	丿·左右〔丿 ⿰〕	0-2/3-5
扫	rvg	rv		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
地	fbn	f/fb		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3-5
场	fnrt			0	0	0	〖※※※〗	丿·左右〔丿 ⿰〕	
扬	rnrt	rnr		0	0	0	〖※※※〗	丿·左右〔丿 ⿰〕	
耳	bghg	bgh		0	0	1	〖※※※〗		0-5/0/1/5
芋	agfj	agf		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
共	awu	aw		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-3/4,5
芒	aynb	ayn		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
亚	gogd	gog		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	
芝	apu	ap		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
朽	sgnn			0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
朴	shy			0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-3/4,5
机	smn	sm		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-3/4,5
权	scy	sc		0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-3/4,5
过	fpi	fp		0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0-2/3-5
臣	ahnh	ahn		0	0	0	〖※※※〗		
吏	gkqi	gkq		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
再	gmfd	gmf		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	
协	flwy	fl/flw		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
西	sghg			0	0	1	〖※※※〗		0-5/0/1/5
压	dfyi	dfy		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
厌	ddi			0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0,1/2-5
戌	dgnt	dgn	⊙dgny	0	0	0	〖※※※〗		
在	dhfd	d/dhf		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	0,1/2/3-5
百	djf	dj		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-5
有	def	e		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-5
存	dhbd	dhb		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	
而	dmjj	dmj		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	0,1/2,3/4,5
页	dmu			0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
匠	ark	ar		0	0	0	〖※※〗	竖·杂合〔丨 ⿻〕	0,5/1-4
夸	dfnb	dfn		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
夺	dfu	df		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
灰	dou	do		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
达	dpi	dp		0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0-2/3-5
列	gqjh	gq/gqj		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
死	gqxb	gqx	⊙gqxv	0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
成	dnnt	dn/dnn	⊙dnny	0	0	0	〖※※※〗		0,1/2/3/4
夹	guwi	guw		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
夷	gxwi	gxw		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
轨	lvn	lv		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-3/4,5
邪	ahtb			0	0	0	〖※※※〗		
尧	atgq			0	0	0	〖※※※〗		
划	ajh	aj		0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-3/4,5
迈	dnpv	dnp		0	0	0	〖※※※〗	折·杂合〔乛 ⿻〕	
毕	xxfj	xxf		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
至	gcff	gcf		0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
此	hxn	hx		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-3/4,5
贞	hmu	hm		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
师	jgmh	jgm		0	0	0	〖※※※〗		
尘	iff			0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
尖	idu	id		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
劣	itlb	itl	⊙itlr	0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
光	iqb	iq		0	0	0	〖※※〗	折·上下〔乛 ⿱〕	0-3/4,5
当	ivf	iv		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
早	jhnh	jh/jhn		0	0	1	〖※※※〗		0-5/0/1/5
吁	kgfh			0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
吐	kfg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
吓	kghy	kgh		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
虫	jhny			0	0	1	〖※※※〗		0-5/0/1/5
曲	mad	ma		0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0,1/2-5
团	lfte	lft		0	0	0	〖※※※〗	丿·杂合〔丿 ⿻〕	
吕	kkf	kk		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
同	mgkd	m/mg/mgk		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	0,1/2/3-5
吊	kmhj	kmh		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
吃	ktnn	ktn		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
因	ldi	ld		0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0,1,5/2-4
吸	keyy	ke/key		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
吗	kcg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
吆	kxy			0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-2/3-5
屿	mgng	mgn		0	0	0	〖※※※〗		
屹	mtnn			0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
岁	mqu			0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
帆	mhmy	mhm		0	0	0	〖※※※〗		
回	lkd			0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0,1,5/2-4
岂	mnb	mn		0	0	0	〖※※〗	折·上下〔乛 ⿱〕	0-2/3-5
则	mjh	mj		0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-3/4,5
刚	mqjh	mqj		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
网	mqqi	mqq		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
肉	mwwi	mww		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
年	rhfk	rh		0	0	0	〖※※※〗	竖·杂合〔丨 ⿻〕	0-2/3/4,5
朱	rii	ri		0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0-2/3-5
先	tfqb	tfq		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
丢	tfcu	tfc		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
廷	tfpd			0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	
舌	tdd			0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0-2/3-5
竹	ttgh	ttg		0	0	1	〖※※※〗		0-5/0/1/5
迁	tfpk	tfp		0	0	0	〖※※※〗	竖·杂合〔丨 ⿻〕	
乔	tdjj	tdj		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
迄	tnpv	tnp		0	0	0	〖※※※〗	折·杂合〔乛 ⿻〕	
伟	wfnh	wfn		0	0	0	〖※※※〗		
传	wfny			0	0	0	〖※※※〗		
乒	rgtr	rgt		0	0	0	〖※※※〗	丿·上下〔丿 ⿱〕	
乓	rgyu	rgy		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
休	wsy	ws		0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0,1/2-5
伍	wgg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	0,1/2-5
伏	wdy			0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0,1/2-5
优	wdnn	wdn		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
臼	vthg		vth	0	0	1	〖※※※〗		0-5/0/1/5
伐	wat		⊙way	0	0	0	〖※※〗	丿·左右〔丿 ⿰〕	0,1/2-5
延	thpd	thp		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	
仲	wkhh			0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
件	wrhh	wrh		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
任	wtfg	wtf		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
伤	wtln	wtl	⊙wtlt	0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
价	wwjh	wwj		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
伦	wwxn	wwx		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
份	wwvn	wwv	⊙wwvt	0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
华	wxfj	wxf		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
仰	wqbh			0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
仿	wyn		⊙wyt	0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0,1/2-5
伙	woy	wo		0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0,1/2-5
伪	wyly	wyl		0	0	0	〖※※※〗		
自	thd			0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0/1-5
伊	wvtt			0	0	0	〖※※※〗	丿·左右〔丿 ⿰〕	
血	tld			0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0/1-5
向	tmkd	tm/tmk		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	0/1,2/3-5
似	wnyw	wny		0	0	0	〖※※※〗		
后	rgkd	rg/rgk		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	0,1/2/3-5
行	tfhh	tf		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	0-2/3,4/5
舟	tei			0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0/1-5
全	wgf	wg		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-5
会	wfcu	wf/wfc		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	0,1/2,3/4,5
杀	qsu	qs		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
合	wgkf	wgk		0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
兆	iqv		⊙qii	0	0	0	〖※※〗	折·杂合〔乛 ⿻〕	*1,2,4,5/0,3
企	whf			0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-5
众	wwwu	www		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
爷	wqbj	wqb		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
伞	wuhj	wuh		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
创	wbjh	wbj		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
肌	emn	em		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-3/4,5
肋	eln	el	⊙elt	0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-3/4,5
朵	msu	ms		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
杂	vsu	vs		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
危	qdbb	qdb		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
旬	qjd	qj		0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0,1/2-5
旨	xjf	xj		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0,1/2-5
旭	vjd	vj		0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0,1/2-5
负	qmu	qm		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
匈	qqbk	qqb		0	0	0	〖※※※〗	竖·杂合〔丨 ⿻〕	
名	qkf	qk		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
各	tkf	tk		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
多	qqu	qq		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
争	qvhj	qv/qvh		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
色	qcb	qc		0	0	0	〖※※〗	折·上下〔乛 ⿱〕	0,1/2-5
壮	ufg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
冲	ukhh	ukh		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
妆	uvg	uv		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
冰	uiy	ui		0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0,1/2-5
庄	yfd			0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0-2/3-5
庆	ydi	yd		0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0-2/3-5
亦	you			0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
刘	yjh	yj		0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-3/4,5
齐	yjj			0	0	0	〖※※〗	竖·上下〔丨 ⿱〕	0-3/4,5
交	uqu	uq		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-3/4,5
衣	yeu	ye		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0,1/2-5
次	uqwy	uqw		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
产	ute	u/ut		0	0	0	〖※※〗	丿·杂合〔丿 ⿻〕	0-4/5
决	unwy	un/unw		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
亥	yntw			0	0	0	〖※※※〗		
充	ycqb	yc/ycq		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
妄	ynvf			0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
闭	ufte	uft		0	0	0	〖※※※〗	丿·杂合〔丿 ⿻〕	
问	ukd			0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0-2/3-5
闯	ucd			0	0	0	〖※※〗	横·杂合〔一 ⿻〕	0-2/3-5
羊	udj			0	0	0	〖※※〗	竖·上下〔丨 ⿱〕	0,1/2-5
并	uaj	ua		0	0	0	〖※※〗	竖·上下〔丨 ⿱〕	0-2/3-5
关	udu	ud		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
米	oyty	oy/oyt		0	0	1	〖※※※〗		0-5/0/1/5
灯	osh	os		0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-3/4,5
州	ytyh			0	0	0	〖※※※〗		
汗	ifh			0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-2/3-5
污	ifnn	ifn		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
江	iag	ia		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
汛	infh	inf		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
池	ibn	ib		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3-5
汝	ivg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
汤	inrt	inr		0	0	0	〖※※※〗	丿·左右〔丿 ⿰〕	
忙	nynn	nyn		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
兴	iwu	iw		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-3/4,5
宇	pgfj	pgf		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
守	pfu	pf		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
宅	ptab	pta		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
字	pbf	pb		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
安	pvf	pv		0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-2/3-5
讲	yfjh	yfj		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
讳	yfnh			0	0	0	〖※※※〗		
军	plj	pl		0	0	0	〖※※〗	竖·上下〔丨 ⿱〕	0,1/2-5
讶	yaht	yah		0	0	0	〖※※※〗		
许	ytfh	ytf		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
讹	ywxn			0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
论	ywxn	ywx		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
讼	ywcy	ywc		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
农	pei			0	0	0	〖※※〗	捺·杂合〔丶 ⿻〕	0,1/2-5
讽	ymqy	ymq		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
设	ymcy	ymc		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
访	yyn		⊙yyt	0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0,1/2-5
诀	ynwy			0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
寻	vfu	vf		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
那	vfbh	vfb		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	*0,3/1,2/4,5
迅	nfpk	nfp		0	0	0	〖※※※〗	竖·杂合〔丨 ⿻〕	
尽	nyuu	nyu		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
导	nfu	nf		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-5
异	naj			0	0	0	〖※※〗	竖·上下〔丨 ⿱〕	0-2/3-5
弛	xbn	xb		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3-5
孙	biy	bi		0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-2/3-5
阵	blh	bl		0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0,1/2-5
阳	bjg	bj		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0,1/2-5
收	nhty	nh/nht		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
阶	bwjh	bwj		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
阴	beg	be		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0,1/2-5
防	byn	by	⊙byt	0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0,1/2-5
奸	vfh			0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-2/3-5
如	vkg	vk		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
妇	vvg	vv		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
妃	vnn			0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3-5
好	vbg	vb		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
她	vbn			0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3-5
妈	vcg	vc		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
戏	cat	ca	⊙cay	0	0	0	〖※※〗	丿·左右〔丿 ⿰〕	0,1/2-5
羽	nnyg	nny		0	0	1	〖※※※〗		0-5/0/1/5
观	cmqn	cm/cmq		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
欢	cqwy	cqw		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
买	nudu			0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
红	xag	xa		0	0	0	〖※※〗	横·左右〔一 ⿰〕	0-2/3-5
驮	cdy			0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-2/3-5
纤	xtfh	xtf		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
驯	ckh			0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-2/3-5
约	xqyy	xq/xqy		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
级	xeyy	xe/xey		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
纪	xnn	xn		0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3-5
驰	cbn			0	0	0	〖※※〗	折·左右〔乛 ⿰〕	0-2/3-5
纫	xvyy	xvy		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
巡	vpv	vp		0	0	0	〖※※〗	折·杂合〔乛 ⿻〕	0-2/3-5
寿	dtfu	dtf		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
弄	gaj			0	0	0	〖※※〗	竖·上下〔丨 ⿱〕	0-3/4-6
麦	gtu			0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-3/4-6
玖	gqyy	gqy		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
玛	gcg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	
形	gaet	gae		0	0	0	〖※※※〗	丿·左右〔丿 ⿰〕	
进	fjpk	fj/fjp		0	0	0	〖※※※〗	竖·杂合〔丨 ⿻〕	0,1/2,3/4-6
戒	aak			0	0	0	〖※※〗	竖·杂合〔丨 ⿻〕	
吞	gdkf	gdk		0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
远	fqpv	fqp		0	0	0	〖※※※〗	折·杂合〔乛 ⿻〕	
违	fnhp			0	0	0	〖※※※〗		
韧	fnhy			0	0	0	〖※※※〗		
运	fcpi	fcp		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
扶	rfwy	rfw		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
抚	rfqn	rfq		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
坛	ffcy	ffc		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
技	rfcy	rfc		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
坏	fgiy	fgi		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
抠	raqy	raq		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
扰	rdnn	rdn		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
扼	rdbn	rdb		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
拒	rang	ran		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
找	rat	ra	⊙ray	0	0	0	〖※※〗	丿·左右〔丿 ⿰〕	0-2/3-6
批	rxxn	rx/rxx		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
址	fhg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	
扯	rhg			0	0	0	〖※※〗	横·左右〔一 ⿰〕	
走	fhu			0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-6
抄	ritt	rit		0	0	0	〖※※※〗	丿·左右〔丿 ⿰〕	
贡	amu	am		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	
汞	aiu			0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	
坝	fmy			0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	
攻	aty	at		0	0	0	〖※※〗	捺·左右〔丶 ⿰〕	0-2/3-6
赤	fou	fo		0	0	0	〖※※〗	捺·上下〔丶 ⿱〕	0-2/3-6
折	rrh	rr		0	0	0	〖※※〗	竖·左右〔丨 ⿰〕	0-2/3-6
抓	rrhy			0	0	0	〖※※※〗		
扳	rrcy	rrc		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
抡	rwxn	rwx		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
