char	code	code_short	code_more	units	flag
艄	tuie			〖󰄋※󰁪※󰃆※󰂧〗	
觎	wgeq			〖󰄤※󰂶※󰂧※󰃺〗	
毹	wgee			〖󰄤※󰂶※󰂧※󰂬〗	
貊	edjg			〖󰂩※󰂢※󰃊※󰀝〗	横·左右〔一 ⿰〕
貅	ewsy			〖󰂩※󰄥※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
貉	etkg			〖󰂩※󰄐※󰃏※󰀝〗	横·左右〔一 ⿰〕
颔	wynm			〖󰄤※󰄼※󰃦※󰃚〗	
腠	edwd			〖󰂧※󰂜※󰄤※󰂝〗	
腩	efmf			〖󰂧※󰂱※󰃜※󰂱〗	
腼	edlf			〖󰂧※󰂢※󰃒※󰂭〗	
腭	ekkn			〖󰂧※󰃏※󰃏※󰁔〗	
腧	ewgj			〖󰂧※󰄤※󰂶※󰃉〗	
塍	eugf			〖󰂧※󰄒※󰂹※󰂮〗	
媵	eugv			〖󰂧※󰄒※󰂹※󰄟〗	
詹	qdwy	qdw		〖󰃸※󰂡※󰄦※󰄳〗	
鲅	qgdy			〖󰁢※󰀞※󰁼※󰄼〗	
鲆	qggf			〖󰁢※󰀞※󰂶※󰂱〗	
鲇	qghk			〖󰁢※󰀞※󰀥※󰃏〗	
鲈	qghn			〖󰁢※󰀞※󰀥※󰃡〗	
稣	qgty			〖󰁢※󰀞※󰄌※󰁶〗	捺·左右〔丶 ⿰〕
鲋	qgwf			〖󰁢※󰀞※󰄥※󰂳〗	
鲐	qgck			〖󰁢※󰀞※󰂙※󰃏〗	
肄	xtdg			〖󰄮※󰁿※󰂝※󰀟〗	
鹐	qeqg			〖󰃸※󰂪※󰁠※󰂶〗	
飕	wrec			〖󰁰※󰄄※󰂪※󰂘〗	
觥	qeiq			〖󰃸※󰂨※󰃆※󰃺〗	
遛	qyvp			〖󰁚※󰄼※󰄠※󰃮〗	
馐	qnug			〖󰄾※󰁐※󰄝※󰂶〗	
鹑	ybqg			〖󰁸※󰂎※󰁠※󰂶〗	
亶	ylkg			〖󰄶※󰃒※󰃏※󰂶〗	
瘃	ugey			〖󰄛※󰂶※󰀓※󰄼〗	
痱	uhdd			〖󰄛※󰂺※󰂜※󰂜〗	
痼	uldd			〖󰄛※󰃒※󰂟※󰀌〗	横·杂合〔一 ⿻〕
痿	utvd			〖󰄛※󰄌※󰄟※󰀌〗	横·杂合〔一 ⿻〕
瘐	uewi			〖󰄛※󰂪※󰄤※󰀦〗	捺·杂合〔丶 ⿻〕
瘁	uywf	uyw		〖󰄛※󰄶※󰄤※󰂱〗	
瘆	ucde			〖󰄛※󰂙※󰂝※󰂥〗	
麂	oxxw			〖󰁙※󰁴※󰄮※󰄨〗	
裔	yemk			〖󰄶※󰀔※󰃜※󰃏〗	
歆	ujqw			〖󰄓※󰃊※󰄾※󰄤〗	
旒	ytyk			〖󰄸※󰁿※󰄶※󰀸〗	
雍	yxty	yxt		〖󰄶※󰁲※󰄋※󰁷〗	
阖	ufcl			〖󰄙※󰂮※󰂙※󰃕〗	
阗	ufhw			〖󰄙※󰂱※󰀣※󰄦〗	
阙	uubw			〖󰄙※󰄕※󰂔※󰄤〗	
羧	ucwt			〖󰄝※󰂙※󰄦※󰄐〗	
豢	ugge	ugg		〖󰄒※󰂹※󰂶※󰀓〗	
粳	ogjr	ogj		〖󰃪※󰂶※󰃋※󰄄〗	
猷	usgd			〖󰄒※󰄇※󰂶※󰂣〗	
煳	odeg			〖󰃩※󰂟※󰂧※󰀝〗	横·左右〔一 ⿰〕
煜	ojug			〖󰃩※󰃋※󰄓※󰀝〗	横·左右〔一 ⿰〕
煨	olge			〖󰃩※󰃐※󰂶※󰀖〗	
煅	othc			〖󰃩※󰄋※󰂺※󰂘〗	
煊	opgg			〖󰃩※󰃰※󰂶※󰂶〗	
煸	oyna			〖󰃩※󰄼※󰃡※󰄖〗	
煺	ovpy			〖󰃩※󰄣※󰃮※󰁶〗	捺·左右〔丶 ⿰〕
滟	idhc			〖󰃁※󰂜※󰂺※󰂚〗	
溱	idwt			〖󰃁※󰂜※󰄤※󰄌〗	
溘	ifcl			〖󰃁※󰂮※󰂙※󰃕〗	
漭	iada			〖󰃁※󰄖※󰂣※󰂉〗	
滢	iapy			〖󰃁※󰄖※󰃱※󰄼〗	
溥	isfy			〖󰃁※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
溧	issy			〖󰃁※󰄈※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
溽	idff			〖󰃁※󰂡※󰂭※󰂳〗	
裟	iite			〖󰃁※󰃅※󰄋※󰀔〗	
溻	ijng			〖󰃁※󰃋※󰃥※󰀝〗	横·左右〔一 ⿰〕
溷	ilge			〖󰃁※󰃒※󰂶※󰀓〗	
滗	iten			〖󰃁※󰄍※󰂬※󰁀〗	折·左右〔乛 ⿰〕
滫	iwhe			〖󰃁※󰄥※󰂺※󰂧〗	
溴	ithd			〖󰃁※󰄋※󰂼※󰂣〗	
滏	iwru			〖󰃁※󰄦※󰄄※󰄕〗	
滃	iwcn			〖󰃁※󰄦※󰂙※󰃥〗	
滦	iyos			〖󰃁※󰄶※󰁗※󰄅〗	
溏	iovk			〖󰃁※󰃫※󰁬※󰃏〗	
滂	iyuy			〖󰃁※󰄶※󰄒※󰄸〗	
滓	ipuh	ipu		〖󰃁※󰃰※󰄔※󰀢〗	竖·左右〔丨 ⿰〕
溟	ipju			〖󰃁※󰃱※󰃋※󰄘〗	
滪	icnm			〖󰃁※󰁻※󰃦※󰃚〗	
愫	ngxi			〖󰃣※󰁽※󰄩※󰃅〗	
慑	nbcc	nbc		〖󰃣※󰂐※󰂘※󰂘〗	
慊	nuvw			〖󰃣※󰄕※󰁬※󰄦〗	
鲎	ipqg			〖󰀧※󰃱※󰁢※󰂶〗	
骞	pawg			〖󰃰※󰀀※󰄦※󰂶〗	
窦	pwfd			〖󰃰※󰄦※󰂱※󰂝〗	
窠	pwjs			〖󰃰※󰄦※󰃋※󰄅〗	
窣	pwyf			〖󰃰※󰄦※󰄶※󰂱〗	
裱	puge			〖󰃳※󰁧※󰁽※󰀔〗	
褚	pufj			〖󰃳※󰁧※󰂮※󰃊〗	
裨	purf			〖󰃳※󰁧※󰃽※󰂱〗	
裾	pund			〖󰃳※󰁧※󰃡※󰂟〗	
裰	pucc			〖󰃳※󰁧※󰂘※󰂘〗	
禊	pydd			〖󰃲※󰁶※󰂜※󰂝〗	
谩	yjlc	yjl		〖󰄵※󰃋※󰃔※󰂘〗	
谪	yyud			〖󰄵※󰄶※󰄒※󰂟〗	
媾	vamf			〖󰄟※󰀀※󰃜※󰂮〗	
嫫	vajd			〖󰄟※󰄖※󰃋※󰂝〗	
媲	vtlx			〖󰄟※󰄋※󰃒※󰄮〗	
嫒	vepc			〖󰄟※󰂦※󰃱※󰂘〗	
嫔	vprw			〖󰄟※󰃰※󰄁※󰄦〗	
媸	vbhj			〖󰄟※󰂔※󰂺※󰃍〗	
缙	xgoj			〖󰄪※󰂶※󰃬※󰃊〗	
缜	xfhw			〖󰄪※󰂱※󰀣※󰄦〗	
缛	xdff			〖󰄪※󰂡※󰂭※󰂳〗	
辔	xlxk		⊙lxxk	〖󰄪※󰃖※󰄪※󰃏〗	
骝	cgql			〖󰀊※󰀞※󰁚※󰃐〗	
缟	xymk			〖󰄪※󰁸※󰃜※󰃏〗	
缡	xyrc			〖󰄪※󰄶※󰄄※󰂙〗	
缢	xuwl			〖󰄪※󰄕※󰄦※󰃕〗	
缣	xuvw			〖󰄪※󰄕※󰁬※󰄦〗	
骟	cgyn			〖󰀊※󰀞※󰄼※󰃥〗	
耥	fsik			〖󰂭※󰄅※󰃆※󰃏〗	
璈	ggqt			〖󰂷※󰁽※󰁡※󰄏〗	
瑶	getb	get		〖󰂷※󰂦※󰁿※󰂔〗	
瑭	govk			〖󰂷※󰃫※󰁬※󰃏〗	
獒	gqtd			〖󰁽※󰁡※󰄏※󰂣〗	
觏	amfq			〖󰀀※󰀿※󰂮※󰁜〗	
慝	aadn			〖󰂋※󰄖※󰁼※󰃢〗	
嫠	ftdv			〖󰂵※󰄏※󰂡※󰄟〗	
韬	fnhe			〖󰂭※󰂁※󰂺※󰂪〗	
叆	fcec			〖󰂭※󰂙※󰂦※󰂘〗	
髦	deeb			〖󰂞※󰂥※󰂬※󰀅〗	折·上下〔乛 ⿱〕
摽	rsfi			〖󰃿※󰄈※󰂭※󰃅〗	
墁	fjlc			〖󰂮※󰃋※󰃔※󰂘〗	
撂	rltk	rlt		〖󰃿※󰃐※󰄐※󰃏〗	
摞	rlxi			〖󰃿※󰃐※󰄩※󰃅〗	
撄	rmmv			〖󰃿※󰃚※󰃚※󰄟〗	
翥	ftjn			〖󰂮※󰄋※󰃋※󰃥〗	
踅	rrkh			〖󰃿※󰄀※󰃏※󰁾〗	
摭	roao			〖󰃿※󰃫※󰂊※󰃨〗	
墉	fovh			〖󰂮※󰃫※󰁬※󰂺〗	
墒	fyuk			〖󰂮※󰄶※󰄒※󰃏〗	
榖	fpgc			〖󰂯※󰃱※󰂶※󰂘〗	
綦	dwxi			〖󰀎※󰄦※󰄩※󰃅〗	
蔫	agho	agh		〖󰄖※󰂶※󰂾※󰃨〗	
蔷	afuk	afu		〖󰄖※󰂱※󰄕※󰃏〗	
靺	afgs			〖󰂊※󰀜※󰂶※󰄅〗	
靼	afjg			〖󰂊※󰀜※󰃋※󰂶〗	
鞅	afmd			〖󰂊※󰀜※󰀿※󰂝〗	
靿	afxe			〖󰂊※󰀜※󰄩※󰂫〗	
甍	alpy			〖󰄖※󰃔※󰃱※󰄼〗	
蔸	arqq			〖󰄖※󰃽※󰁚※󰃺〗	
蔟	aytd			〖󰄖※󰄸※󰁿※󰂝〗	
蔺	auwy			〖󰄖※󰄙※󰄥※󰁷〗	
戬	goja			〖󰂶※󰃬※󰃊※󰂇〗	
蕖	aias			〖󰄖※󰃁※󰂋※󰄅〗	
蔻	apfc			〖󰄖※󰃰※󰂭※󰂘〗	
蓿	apwj			〖󰄖※󰃰※󰄥※󰃊〗	
斡	fjwf			〖󰂱※󰃌※󰄤※󰂱〗	
鹕	deqg			〖󰂟※󰂧※󰁠※󰂶〗	
蓼	anwe			〖󰄖※󰃥※󰄤※󰂥〗	
榛	sdwt			〖󰄅※󰂜※󰄤※󰄌〗	
榧	sahd			〖󰄅※󰂋※󰂺※󰂜〗	
榻	sjng			〖󰄅※󰃋※󰃥※󰀝〗	横·左右〔一 ⿰〕
榫	swyf			〖󰄅※󰄥※󰁷※󰂱〗	
榭	stmf			〖󰄅※󰄋※󰀽※󰂳〗	
槔	srdf			〖󰄅※󰃽※󰂝※󰂱〗	
榱	syke			〖󰄅※󰄶※󰃏※󰀔〗	
槁	symk			〖󰄅※󰁸※󰃜※󰃏〗	
槟	sprw			〖󰄅※󰃰※󰄁※󰄦〗	
槠	syfj			〖󰄅※󰄵※󰂮※󰃊〗	
榷	spwy			〖󰄅※󰃱※󰄥※󰁷〗	
僰	smsw			〖󰄅※󰃜※󰄅※󰄤〗	
酽	sggt			〖󰄇※󰂶※󰂶※󰄋〗	
酶	sgtx			〖󰄇※󰂶※󰁿※󰄭〗	
酹	sgef			〖󰄇※󰂶※󰂦※󰂳〗	
厮	ddwr			〖󰂡※󰀎※󰄦※󰄀〗	
碡	dgxy			〖󰂠※󰁽※󰄭※󰁶〗	捺·左右〔丶 ⿰〕
碴	dsjg	dsj		〖󰂠※󰄅※󰃋※󰂶〗	
碣	djqn			〖󰂠※󰃋※󰃷※󰄃〗	
碲	dyuh			〖󰂠※󰄶※󰄒※󰂺〗	
磋	duag	dua		〖󰂠※󰄝※󰂆※󰀝〗	横·左右〔一 ⿰〕
臧	auah			〖󰂇※󰄗※󰂋※󰂺〗	
豨	gerh			〖󰂶※󰀓※󰄄※󰂺〗	
殡	gqpw			〖󰂶※󰃹※󰃰※󰄦〗	
霆	ftfp			〖󰀙※󰄋※󰂯※󰃯〗	
霁	fyjj			〖󰀙※󰄷※󰀯※󰀬〗	竖·上下〔丨 ⿱〕
辕	lfke	lfk		〖󰃖※󰂮※󰃏※󰀔〗	
蜚	hdhj			〖󰂺※󰂜※󰂺※󰃍〗	
裴	hdhe			〖󰂺※󰂜※󰂺※󰀔〗	
翡	hdhn			〖󰂺※󰂜※󰂺※󰃥〗	
龇	hwbx			〖󰂾※󰄤※󰂔※󰄮〗	
龈	hwbv			〖󰂾※󰄤※󰂔※󰄣〗	
睿	hpgh			〖󰀥※󰃱※󰂶※󰂼〗	
䁖	hovg			〖󰂼※󰃪※󰄟※󰀝〗	横·左右〔一 ⿰〕
睽	hwgd			〖󰂼※󰄧※󰂶※󰂝〗	
嘞	kafe			〖󰃏※󰂊※󰀜※󰂫〗	
嘈	kgmj			〖󰃏※󰂶※󰀿※󰃊〗	
嘌	ksfi			〖󰃏※󰄈※󰂭※󰃅〗	
嘁	kdhi			〖󰃏※󰂤※󰂽※󰃅〗	
嘎	kdha	kdh		〖󰃏※󰂢※󰂼※󰂇〗	
暧	jepc			〖󰃊※󰂦※󰃱※󰂘〗	
暝	jpju			〖󰃊※󰃱※󰃋※󰄘〗	
踌	khdf			〖󰃏※󰂾※󰂜※󰂳〗	
踉	khyv			〖󰃏※󰂾※󰄼※󰄣〗	
蜞	jdwy			〖󰃍※󰀎※󰄦※󰁶〗	捺·左右〔丶 ⿰〕
蜥	jsrh			〖󰃍※󰄅※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
蜮	jakg			〖󰃍※󰂇※󰃏※󰀞〗	
蝈	jlgy			〖󰃍※󰃒※󰂷※󰄼〗	
蜴	jjqr			〖󰃍※󰃋※󰃷※󰁤〗	
蜱	jrtf			〖󰃍※󰃽※󰄋※󰂱〗	
蜩	jmfk			〖󰃍※󰀼※󰂮※󰃏〗	
蜷	jugb			〖󰃍※󰄒※󰂹※󰂑〗	
蜿	jpqb			〖󰃍※󰃰※󰃹※󰂑〗	
螂	jyvb			〖󰃍※󰄼※󰁮※󰂏〗	
蜢	jblg			〖󰃍※󰂍※󰃕※󰀝〗	横·左右〔一 ⿰〕
嘘	khog	kho		〖󰃏※󰃀※󰃬※󰀝〗	横·左右〔一 ⿰〕
嘡	kipf			〖󰃏※󰃆※󰃱※󰂮〗	
鹗	kkfg			〖󰃏※󰃏※󰂭※󰂶〗	
嘣	kmee			〖󰃏※󰃘※󰂧※󰂧〗	
嘤	kmmv			〖󰃏※󰃚※󰃚※󰄟〗	
嘚	ktjf			〖󰃏※󰄎※󰃋※󰂳〗	
嗾	kytd			〖󰃏※󰄸※󰁿※󰂝〗	
嘧	kpnm			〖󰃏※󰃰※󰃢※󰃘〗	
罴	lfco			〖󰃔※󰂮※󰂙※󰃨〗	
罱	lfmf			〖󰃔※󰂱※󰃜※󰂱〗	
幔	mhjc			〖󰃜※󰂺※󰃋※󰂘〗	
嶂	mujh			〖󰃘※󰄓※󰃌※󰀢〗	竖·左右〔丨 ⿰〕
幛	mhuj			〖󰃜※󰂺※󰄓※󰃌〗	
赙	msfy			〖󰃚※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
罂	mmtb			〖󰃚※󰃚※󰁿※󰂔〗	
骷	medg			〖󰀾※󰂧※󰂟※󰀝〗	横·左右〔一 ⿰〕
骶	meqy			〖󰀾※󰂧※󰁚※󰄼〗	
鹘	meqg			〖󰀾※󰂧※󰁠※󰂶〗	
锲	qdhd			〖󰃵※󰂜※󰂺※󰂝〗	
锴	qxxr			〖󰃵※󰁴※󰄮※󰃽〗	
锶	qlny			〖󰃵※󰃐※󰃢※󰁶〗	捺·左右〔丶 ⿰〕
锷	qkkn			〖󰃵※󰃏※󰃏※󰁔〗	
锸	qtfe			〖󰃵※󰄋※󰂱※󰂪〗	
锵	quqf			〖󰃵※󰄿※󰃹※󰂳〗	
镁	qugd	qug		〖󰃵※󰄒※󰂷※󰂝〗	
镂	qovg			〖󰃵※󰃪※󰄟※󰀝〗	横·左右〔一 ⿰〕
犒	cymk			〖󰂛※󰁸※󰃜※󰃏〗	
箐	tgef			〖󰄍※󰁽※󰂧※󰀘〗	横·上下〔一 ⿱〕
箦	tgmu			〖󰄍※󰁽※󰃚※󰁧〗	捺·上下〔丶 ⿱〕
箧	tagd			〖󰄍※󰂋※󰂶※󰂝〗	
箍	trah	tra		〖󰄍※󰃿※󰂋※󰂺〗	
箸	tftj			〖󰄍※󰂮※󰄋※󰃋〗	
箬	tadk			〖󰄍※󰄖※󰁼※󰃏〗	
箅	tlgj			〖󰄍※󰃐※󰂶※󰀯〗	
箪	tujf			〖󰄍※󰄒※󰃋※󰂱〗	
箔	tirf	tir		〖󰄍※󰃁※󰃽※󰀘〗	横·上下〔一 ⿱〕
箜	tpwa			〖󰄍※󰃰※󰄦※󰂆〗	
箢	tpqb			〖󰄍※󰃰※󰃹※󰂑〗	
箓	tviu			〖󰄍※󰁭※󰃃※󰁧〗	捺·上下〔丶 ⿱〕
毓	txyk			〖󰁿※󰄭※󰄶※󰀸〗	
僖	wfkk			〖󰄥※󰂯※󰃏※󰃏〗	
儆	waqt			〖󰄥※󰄖※󰃷※󰄏〗	
僳	wsoy			〖󰄥※󰄈※󰃪※󰁶〗	捺·左右〔丶 ⿰〕
僭	waqj			〖󰄥※󰀄※󰁜※󰃊〗	
劁	wyoj			〖󰄥※󰁷※󰃨※󰃉〗	
僮	wujf			〖󰄥※󰄓※󰃋※󰂮〗	
魃	rqcy			〖󰃽※󰁜※󰂙※󰄼〗	
魆	rqcn			〖󰃽※󰁜※󰂙※󰁐〗	
睾	tlff			〖󰄋※󰃔※󰂮※󰂱〗	
艋	tubl			〖󰄋※󰁪※󰂍※󰃕〗	
鄱	tolb			〖󰄋※󰃪※󰃐※󰂏〗	
膈	egkh			〖󰂧※󰂶※󰃏※󰂺〗	
膑	eprw			〖󰂧※󰃰※󰄁※󰄦〗	
鲑	qgff			〖󰁢※󰀞※󰂮※󰂮〗	
鲔	qgde			〖󰁢※󰀞※󰁼※󰂧〗	
鲚	qgyj			〖󰁢※󰀞※󰄷※󰀯〗	
鲛	qgur			〖󰁢※󰀞※󰄘※󰄄〗	
鲟	qgvf			〖󰁢※󰀞※󰄢※󰂳〗	
獐	qtuj			〖󰃻※󰁥※󰄓※󰃌〗	
觫	qesk			〖󰃸※󰂨※󰄅※󰃏〗	
雒	tkwy			〖󰄐※󰃏※󰄥※󰁷〗	
夤	qpgw			〖󰃹※󰃰※󰂶※󰄦〗	
馑	qnag			〖󰄾※󰁐※󰂊※󰁽〗	
銮	yoqf			〖󰄶※󰁗※󰃴※󰀘〗	横·上下〔一 ⿱〕
塾	ybvf			〖󰁸※󰂎※󰄡※󰂮〗	
麽	ossc			〖󰃫※󰄅※󰄅※󰂙〗	
瘌	uskj			〖󰄛※󰄅※󰃏※󰃉〗	
瘊	uwnd			〖󰄛※󰄥※󰁄※󰂝〗	
瘘	uovd			〖󰄛※󰃪※󰄟※󰀌〗	横·杂合〔一 ⿻〕
瘙	ucyj			〖󰄛※󰂘※󰄼※󰃍〗	
廖	onwe			〖󰃫※󰃥※󰄤※󰂥〗	
韶	ujvk	ujv		〖󰄓※󰃊※󰄠※󰃏〗	
旖	ytdk			〖󰄸※󰁿※󰂝※󰃏〗	
膂	ytee			〖󰄸※󰁿※󰀕※󰂧〗	
阚	unbt			〖󰄙※󰃦※󰂐※󰄏〗	
鄯	uukb			〖󰄜※󰄕※󰃏※󰂏〗	
鲞	ugqg			〖󰄒※󰂹※󰁢※󰂶〗	
粿	ojsy			〖󰃪※󰃋※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
粼	oqgb			〖󰃪※󰃹※󰂅※󰄽〗	
粽	opfi			〖󰃪※󰃰※󰂭※󰃅〗	
糁	ocde			〖󰃪※󰂙※󰂝※󰂥〗	
槊	ubts			〖󰄕※󰂔※󰄋※󰄅〗	
鹚	uxxg			〖󰄕※󰄩※󰄩※󰂶〗	
熘	oqyl			〖󰃩※󰁚※󰄼※󰃐〗	
熥	ocep			〖󰃩※󰁻※󰀒※󰃮〗	
潢	iamw			〖󰃁※󰁺※󰃙※󰄦〗	
漕	igmj			〖󰃁※󰂶※󰀿※󰃋〗	
滹	ihtf			〖󰃁※󰃀※󰄋※󰀛〗	
漯	ilxi			〖󰃁※󰃐※󰄩※󰃅〗	
漶	ikkn			〖󰃁※󰃏※󰃏※󰃢〗	
潋	iwgt			〖󰃁※󰄤※󰂶※󰄏〗	
潴	iqtj			〖󰃁※󰃻※󰁥※󰃊〗	
漪	iqtk			〖󰃁※󰃻※󰁥※󰃏〗	
漉	ioxx			〖󰃁※󰁙※󰁴※󰄮〗	
漳	iujh	iuj		〖󰃁※󰄓※󰃌※󰀢〗	竖·左右〔丨 ⿰〕
漩	iyth			〖󰃁※󰄸※󰁿※󰁾〗	
澉	inbt			〖󰃁※󰃦※󰂐※󰄏〗	
潍	ixwy	ixw		〖󰃁※󰄪※󰄥※󰁷〗	
慵	novh			〖󰃣※󰃫※󰁬※󰂺〗	
搴	pawr			〖󰃰※󰀀※󰄦※󰃾〗	
窨	pwuj			〖󰃰※󰄦※󰄓※󰃋〗	
寤	pugk			〖󰃰※󰄗※󰂸※󰃏〗	
綮	ynti			〖󰄼※󰃡※󰄏※󰃅〗	
谮	yaqj			〖󰄵※󰀄※󰁜※󰃋〗	
褡	puak			〖󰃳※󰁧※󰄖※󰃏〗	
褙	puue			〖󰃳※󰁧※󰁩※󰂧〗	
褓	puws			〖󰃳※󰁧※󰄥※󰄅〗	
褛	puov			〖󰃳※󰁧※󰃪※󰄟〗	
褊	puya			〖󰃳※󰁧※󰄼※󰄖〗	
谯	ywyo			〖󰄵※󰄥※󰁷※󰃨〗	
谰	yusl	yus		〖󰄵※󰄙※󰄅※󰀹〗	
谲	ycnk			〖󰄵※󰁻※󰃦※󰃏〗	
暨	vaqg			〖󰁮※󰀄※󰁜※󰂶〗	
屣	nthh			〖󰃡※󰄎※󰂾※󰁾〗	
鹛	nhqg			〖󰁅※󰂼※󰁠※󰂶〗	
嫣	vgho			〖󰄟※󰂶※󰂾※󰃨〗	
嫱	vfuk			〖󰄟※󰂱※󰄕※󰃏〗	
嫖	vsfi			〖󰄟※󰄈※󰂭※󰃅〗	
嫦	viph			〖󰄟※󰃆※󰃱※󰂺〗	
嫚	vjlc			〖󰄟※󰃋※󰃔※󰂘〗	
嫘	vlxi			〖󰄟※󰃐※󰄩※󰃅〗	
嫡	vyud	vyu		〖󰄟※󰄶※󰄒※󰂟〗	
鼐	bhnn			〖󰂖※󰂼※󰁕※󰁈〗	
翟	nwyf			〖󰃥※󰄥※󰁷※󰀘〗	横·上下〔一 ⿱〕
瞀	cnhh			〖󰁻※󰃦※󰂻※󰂼〗	
鹜	cnhg			〖󰁻※󰃦※󰂻※󰂶〗	
骠	cgsi			〖󰀊※󰀞※󰄈※󰃅〗	
缥	xsfi			〖󰄪※󰄈※󰂭※󰃅〗	
缦	xjlc			〖󰄪※󰃋※󰃔※󰂘〗	
缧	xlxi			〖󰄪※󰃐※󰄩※󰃅〗	
缨	xmmv	xmm		〖󰄪※󰃚※󰃚※󰄟〗	
骢	cgtn			〖󰀊※󰀞※󰄋※󰃢〗	
缪	xnwe			〖󰄪※󰃥※󰄤※󰂥〗	
缫	xvjs			〖󰄪※󰄞※󰃋※󰄅〗	
耦	fsjy			〖󰂭※󰄅※󰃋※󰄼〗	
耧	fsov			〖󰂭※󰄅※󰃪※󰄟〗	
瑾	gakg			〖󰂷※󰂊※󰃏※󰁽〗	
璜	gamw			〖󰂷※󰁺※󰃙※󰄦〗	
璀	gmwy			〖󰂷※󰃘※󰄥※󰁷〗	
璎	gmmv			〖󰂷※󰃚※󰃚※󰄟〗	
璁	gtln			〖󰂷※󰄋※󰃒※󰃢〗	
璋	gujh			〖󰂷※󰄓※󰃌※󰀢〗	竖·左右〔丨 ⿰〕
璇	gyth			〖󰂷※󰄸※󰁿※󰁾〗	
奭	ddjj			〖󰂝※󰂢※󰃊※󰃊〗	
髯	demf			〖󰂞※󰂥※󰃜※󰂮〗	
髫	devk			〖󰂞※󰂥※󰄠※󰃏〗	
撷	rfkm			〖󰃿※󰂯※󰃏※󰃚〗	
撅	rduw			〖󰃿※󰂡※󰄕※󰄤〗	
赭	fofj			〖󰂮※󰁖※󰂮※󰃋〗	
撸	rqgj			〖󰃿※󰁢※󰂶※󰃊〗	
鋆	fquq			〖󰂮※󰃷※󰄑※󰃴〗	
撙	rusf			〖󰃿※󰄒※󰄇※󰂳〗	
撺	rpwh			〖󰃿※󰃰※󰄦※󰂺〗	
墀	fnig			〖󰂮※󰃡※󰃃※󰀟〗	
聩	bkhm			〖󰂐※󰃏※󰂺※󰃚〗	
觐	akgq			〖󰂊※󰃏※󰁽※󰁜〗	
鞑	afdp			〖󰂊※󰀜※󰂝※󰃮〗	
蕙	agjn			〖󰄖※󰂶※󰃋※󰃢〗	
鞒	aftj			〖󰂊※󰀜※󰄋※󰀯〗	
蕈	asjj			〖󰄖※󰄈※󰃌※󰀬〗	竖·上下〔丨 ⿱〕
蕨	aduw			〖󰄖※󰂡※󰄕※󰄤〗	
蕤	ageg			〖󰄖※󰂶※󰀓※󰁽〗	
蕞	ajbc			〖󰄖※󰃋※󰂐※󰂘〗	
蕺	akby			〖󰄖※󰃏※󰂐※󰄼〗	
瞢	alph			〖󰄖※󰃔※󰃱※󰂼〗	
蕃	atol			〖󰄖※󰄋※󰃪※󰃐〗	
蕲	aujr			〖󰄖※󰄒※󰃋※󰄀〗	
赜	ahkm			〖󰂋※󰂺※󰃏※󰃚〗	
槿	sakg			〖󰄅※󰂊※󰃏※󰁽〗	
樯	sfuk			〖󰄅※󰂱※󰄕※󰃏〗	
槭	sdhi			〖󰄅※󰂤※󰂽※󰃅〗	
樗	sffn			〖󰄅※󰀙※󰂭※󰁔〗	
樘	sipf			〖󰄅※󰃆※󰃱※󰂮〗	
樊	srrd			〖󰄅※󰄄※󰄄※󰂝〗	
槲	sqef			〖󰄅※󰃸※󰂨※󰂱〗	
醌	sgjx			〖󰄇※󰂶※󰃋※󰄮〗	
醅	sguk			〖󰄇※󰂶※󰄓※󰃏〗	
靥	dddf			〖󰂡※󰂣※󰂢※󰂭〗	
魇	ddrc			〖󰂡※󰂣※󰃽※󰂙〗	
餍	ddwv			〖󰂡※󰂣※󰄤※󰄣〗	
磔	dqgs			〖󰂠※󰃹※󰂅※󰄅〗	
磙	duce			〖󰂠※󰄘※󰂙※󰀔〗	
霈	figh			〖󰀙※󰃁※󰂶※󰂺〗	
辘	loxx			〖󰃖※󰁙※󰁴※󰄮〗	
龉	hwbk			〖󰂾※󰄤※󰂔※󰃏〗	
龊	hwbh			〖󰂾※󰄤※󰂔※󰁾〗	
觑	homq			〖󰃀※󰃬※󰀿※󰁜〗	
瞌	hfcl			〖󰂼※󰂮※󰂙※󰃕〗	
瞋	hfhw			〖󰂼※󰂱※󰀣※󰄦〗	
瞑	hpju			〖󰂼※󰃱※󰃋※󰄘〗	
嘭	kfke			〖󰃏※󰂯※󰃏※󰂥〗	
噎	kfpu	kfp		〖󰃏※󰂯※󰃱※󰄕〗	
噶	kajn	kaj		〖󰃏※󰄖※󰃋※󰄃〗	
颙	jmhm			〖󰃋※󰃜※󰂺※󰃚〗	
暹	jwyp			〖󰃋※󰄥※󰁷※󰃮〗	
噘	kduw			〖󰃏※󰂡※󰄕※󰄤〗	
踔	khhj			〖󰃏※󰂾※󰀥※󰃌〗	
踝	khjs			〖󰃏※󰂾※󰃋※󰄅〗	
踟	khtk			〖󰃏※󰂾※󰁿※󰃏〗	
踒	khtv			〖󰃏※󰂾※󰄌※󰄟〗	
踬	khrm			〖󰃏※󰂾※󰃼※󰃚〗	
