char	code	code_short	code_more	units	flag
奴	vcy			〖󰄟※󰂘※󰁶〗	捺·左右〔丶 ⿰〕
召	vkf			〖󰄠※󰃏※󰀘〗	横·上下〔一 ⿱〕
加	ekg	ek		〖󰂫※󰃏※󰀝〗	横·左右〔一 ⿰〕
皮	bnty			〖󰂗※󰃦※󰄋※󰂃〗	
边	epe	ep		〖󰂫※󰃮※󰀏〗	丿·杂合〔丿 ⿻〕
孕	bbf			〖󰂖※󰂍※󰀘〗	横·上下〔一 ⿱〕
发	ntcy	v/ntc		〖󰂂※󰄋※󰂘※󰄼〗	
圣	cff			〖󰂘※󰂮※󰀘〗	横·上下〔一 ⿱〕
对	cfy	cf		〖󰂘※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
台	ckf	ck		〖󰂙※󰃏※󰀘〗	横·上下〔一 ⿱〕
矛	cnht			〖󰁻※󰃦※󰂻※󰄋〗	
纠	xnhh	xnh		〖󰄪※󰁐※󰂺※󰀢〗	竖·左右〔丨 ⿰〕
母	xnny			〖󰄭※󰄃※󰂁※󰄼〗	
幼	xet			〖󰄩※󰂫※󰁥〗	丿·左右〔丿 ⿰〕
丝	xxgf	xxg		〖󰁲※󰁲※󰂶※󰀘〗	横·上下〔一 ⿱〕
邦	dtbh	dtb		〖󰂜※󰄋※󰂏※󰀢〗	竖·左右〔丨 ⿰〕
式	aayi	aa/aay		〖󰀁※󰂆※󰄼※󰀦〗	捺·杂合〔丶 ⿻〕
迂	gfpk	gfp		〖󰂶※󰀛※󰃮※󰀵〗	竖·杂合〔丨 ⿻〕
刑	gajh			〖󰂶※󰂉※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
戎	ade			〖󰂇※󰁼※󰀏〗	丿·杂合〔丿 ⿻〕
动	fcet	fce		〖󰂭※󰂙※󰂫※󰁥〗	丿·左右〔丿 ⿰〕
扛	rag			〖󰃿※󰂆※󰀝〗	横·左右〔一 ⿰〕
寺	ffu	ff		〖󰂮※󰂳※󰁧〗	捺·上下〔丶 ⿱〕
吉	fkf	fk		〖󰂯※󰃏※󰀘〗	横·上下〔一 ⿱〕
扣	rkg	rk		〖󰃿※󰃏※󰀝〗	横·左右〔一 ⿰〕
考	ftgn	ftg		〖󰂮※󰄋※󰂶※󰁔〗	
托	rtan	rta		〖󰃿※󰄋※󰂌※󰁀〗	折·左右〔乛 ⿰〕
老	ftxb	ftx		〖󰂮※󰄋※󰄮※󰀅〗	折·上下〔乛 ⿱〕
巩	awyy			〖󰂆※󰄨※󰄼※󰁶〗	捺·左右〔丶 ⿰〕
圾	fbyy			〖󰂮※󰂖※󰂃※󰁶〗	捺·左右〔丶 ⿰〕
执	rvyy	rvy		〖󰃿※󰄡※󰄼※󰁶〗	捺·左右〔丶 ⿰〕
扩	rot	ro		〖󰃿※󰃫※󰁥〗	丿·左右〔丿 ⿰〕
扫	rvg	rv		〖󰃿※󰄢※󰀝〗	横·左右〔一 ⿰〕
地	fbn	f		〖󰂮※󰂓※󰁀〗	折·左右〔乛 ⿰〕
场	fnrt			〖󰂮※󰁍※󰁤※󰁥〗	丿·左右〔丿 ⿰〕
扬	rnrt	rnr		〖󰃿※󰁍※󰁤※󰁥〗	丿·左右〔丿 ⿰〕
耳	bghg	bgh		〖󰂐※󰂶※󰂺※󰂶〗	
芋	agfj	agf		〖󰄖※󰂶※󰀛※󰀬〗	竖·上下〔丨 ⿱〕
共	awu	aw		〖󰁺※󰄦※󰁧〗	捺·上下〔丶 ⿱〕
芒	aynb			〖󰄖※󰄶※󰄃※󰀅〗	折·上下〔乛 ⿱〕
亚	god	go		〖󰂶※󰃬※󰀌〗	横·杂合〔一 ⿻〕
芝	apu	ap		〖󰄖※󰃭※󰁧〗	捺·上下〔丶 ⿱〕
朽	sgnn			〖󰄅※󰂶※󰁔※󰁀〗	折·左右〔乛 ⿰〕
朴	shy			〖󰄅※󰂿※󰁶〗	捺·左右〔丶 ⿰〕
机	swn	sw		〖󰄅※󰄨※󰁀〗	折·左右〔乛 ⿰〕
权	scy	sc		〖󰄅※󰂘※󰁶〗	捺·左右〔丶 ⿰〕
过	fpi	fp		〖󰂳※󰃮※󰀦〗	捺·杂合〔丶 ⿻〕
臣	ahnh	ahn		〖󰂋※󰂺※󰁃※󰂺〗	
吏	gkri	gkr		〖󰂶※󰃏※󰄄※󰀦〗	捺·杂合〔丶 ⿻〕
再	gmfd	gmf		〖󰂶※󰃜※󰂮※󰀌〗	横·杂合〔一 ⿻〕
协	fewy	fe/few		〖󰂱※󰂫※󰄦※󰁶〗	捺·左右〔丶 ⿰〕
西	sghg			〖󰄇※󰂶※󰂺※󰂶〗	
压	dfyi	dfy		〖󰂡※󰂮※󰄼※󰀦〗	捺·杂合〔丶 ⿻〕
厌	ddi			〖󰂡※󰂣※󰀦〗	捺·杂合〔丶 ⿻〕
戌	dgd			〖󰂤※󰂶※󰀌〗	横·杂合〔一 ⿻〕
在	dhfd	d/dhf		〖󰁼※󰂺※󰂮※󰀌〗	横·杂合〔一 ⿻〕
百	djf	dj		〖󰂢※󰃋※󰀘〗	横·上下〔一 ⿱〕
有	def	e		〖󰁼※󰂧※󰀘〗	横·上下〔一 ⿱〕
存	dhbd	dhb		〖󰁼※󰂺※󰂍※󰀌〗	横·杂合〔一 ⿻〕
而	dmjj	dm		〖󰂢※󰃜※󰀭※󰀬〗	竖·上下〔丨 ⿱〕
页	dmu			〖󰂢※󰃚※󰁧〗	捺·上下〔丶 ⿱〕
匠	ark			〖󰂋※󰄀※󰀵〗	竖·杂合〔丨 ⿻〕
夸	dfnb			〖󰂝※󰂭※󰁔※󰀅〗	折·上下〔乛 ⿱〕
夺	dfu	df		〖󰂝※󰂳※󰁧〗	捺·上下〔丶 ⿱〕
灰	dou			〖󰁼※󰃩※󰁧〗	捺·上下〔丶 ⿱〕
达	dpi	dp		〖󰂝※󰃮※󰀦〗	捺·杂合〔丶 ⿻〕
列	gqjh	gqj		〖󰂶※󰃹※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
死	gqxv	gqx		〖󰂶※󰃹※󰄮※󰁫〗	折·杂合〔乛 ⿻〕
成	dnv	dn		〖󰂤※󰂁※󰁫〗	折·杂合〔乛 ⿻〕
夹	gudi	gud		〖󰂶※󰄒※󰂝※󰀦〗	捺·杂合〔丶 ⿻〕
夷	gxwi	gxw		〖󰂶※󰄬※󰄤※󰀦〗	捺·杂合〔丶 ⿻〕
轨	lvn	lv		〖󰃖※󰄡※󰁀〗	折·左右〔乛 ⿰〕
邪	ahtb			〖󰀄※󰂻※󰄋※󰂏〗	
尧	atgq			〖󰀁※󰄋※󰂶※󰃺〗	
划	ajh	aj		〖󰂇※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
迈	gqpe	gqp		〖󰂶※󰁡※󰃮※󰀏〗	丿·杂合〔丿 ⿻〕
毕	xxfj	xxf		〖󰁴※󰄮※󰂱※󰀬〗	竖·上下〔丨 ⿱〕
至	gcff	gcf		〖󰂶※󰂙※󰂮※󰀘〗	横·上下〔一 ⿱〕
此	hxn	hx		〖󰂾※󰄮※󰁀〗	折·左右〔乛 ⿰〕
贞	hmu	hm		〖󰀥※󰃚※󰁧〗	捺·上下〔丶 ⿱〕
师	jgmh	jgm		〖󰀮※󰂶※󰃜※󰂺〗	
尘	iff			〖󰃅※󰂮※󰀘〗	横·上下〔一 ⿱〕
尖	idu	id		〖󰃅※󰂝※󰁧〗	捺·上下〔丶 ⿱〕
劣	iter			〖󰃅※󰄋※󰂫※󰁣〗	丿·上下〔丿 ⿱〕
光	igqb	ig/igq		〖󰃆※󰂶※󰃺※󰀅〗	折·上下〔乛 ⿱〕
当	ivf	iv		〖󰃆※󰄢※󰀘〗	横·上下〔一 ⿱〕
早	jhnh	jh		〖󰃌※󰂺※󰁈※󰂺〗	
吁	kgfh			〖󰃏※󰂶※󰀛※󰀢〗	竖·左右〔丨 ⿰〕
吐	kfg			〖󰃏※󰂮※󰀝〗	横·左右〔一 ⿰〕
吓	kghy	kgh		〖󰃏※󰂶※󰂿※󰁶〗	捺·左右〔丶 ⿰〕
虫	jhny			〖󰃍※󰂺※󰁈※󰄼〗	
曲	mad	ma		〖󰀿※󰁺※󰀌〗	横·杂合〔一 ⿻〕
团	lfte	lf/lft		〖󰃒※󰀛※󰄋※󰀏〗	丿·杂合〔丿 ⿻〕
吕	kkf	kk		〖󰃏※󰃏※󰀘〗	横·上下〔一 ⿱〕
同	mgkd	m/mgk		〖󰃜※󰂶※󰃏※󰀌〗	横·杂合〔一 ⿻〕
吊	kmhj	kmh		〖󰃏※󰃜※󰂺※󰀬〗	竖·上下〔丨 ⿱〕
吃	ktnn	kt/ktn		〖󰃏※󰁿※󰃝※󰁀〗	折·左右〔乛 ⿰〕
因	ldi	ld		〖󰃒※󰂝※󰀦〗	捺·杂合〔丶 ⿻〕
吸	kbyy	kby		〖󰃏※󰂖※󰂃※󰁶〗	捺·左右〔丶 ⿰〕
吗	kcgg	kcg		〖󰃏※󰀊※󰂶※󰀝〗	横·左右〔一 ⿰〕
吆	kxy			〖󰃏※󰄩※󰁶〗	捺·左右〔丶 ⿰〕
屿	mgng	mgn		〖󰃘※󰂶※󰁔※󰂶〗	
屹	mtnn	mtn		〖󰃘※󰁿※󰃝※󰁀〗	折·左右〔乛 ⿰〕
岁	mqu			〖󰃘※󰃹※󰁧〗	捺·上下〔丶 ⿱〕
帆	mhwy	mhw		〖󰃜※󰂺※󰄨※󰄼〗	
回	lkd	lk		〖󰃒※󰃏※󰀌〗	横·杂合〔一 ⿻〕
岂	mnb	mn		〖󰃘※󰃟※󰀅〗	折·上下〔乛 ⿱〕
则	mjh	mj		〖󰃚※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
刚	mrjh	mrj		〖󰃜※󰄄※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
网	mrri	mrr		〖󰃜※󰄄※󰄄※󰀦〗	捺·杂合〔丶 ⿻〕
肉	mwwi	mww		〖󰃜※󰄤※󰄤※󰀦〗	捺·杂合〔丶 ⿻〕
年	tgj	tg		〖󰁿※󰀡※󰀬〗	竖·上下〔丨 ⿱〕
朱	tfi			〖󰄋※󰂵※󰀦〗	捺·杂合〔丶 ⿻〕
先	tfqb	tfq		〖󰄋※󰂮※󰃺※󰀅〗	折·上下〔乛 ⿱〕
丢	tfcu	tfc		〖󰄋※󰂮※󰂙※󰁧〗	捺·上下〔丶 ⿱〕
廷	tfpd			〖󰄋※󰂯※󰃯※󰀌〗	横·杂合〔一 ⿻〕
舌	tdd			〖󰄋※󰂟※󰀌〗	横·杂合〔一 ⿻〕
竹	thth	tht		〖󰁿※󰂺※󰁿※󰂻〗	
迁	tfpk	tfp		〖󰄋※󰂱※󰃮※󰀵〗	竖·杂合〔丨 ⿻〕
乔	tdjj	tdj		〖󰄋※󰂝※󰀯※󰀬〗	竖·上下〔丨 ⿱〕
迄	tnpv			〖󰁿※󰃝※󰃮※󰁫〗	折·杂合〔乛 ⿻〕
伟	wfnh			〖󰄥※󰂭※󰂁※󰂺〗	
传	wfny	wfn		〖󰄥※󰂭※󰁓※󰄼〗	
乒	rtr			〖󰄁※󰄋※󰁣〗	丿·上下〔丿 ⿱〕
乓	ryu			〖󰄁※󰄼※󰁧〗	捺·上下〔丶 ⿱〕
休	wsy	ws		〖󰄥※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
伍	wgg			〖󰄥※󰂸※󰀝〗	横·左右〔一 ⿰〕
伏	wdy			〖󰄥※󰂣※󰁶〗	捺·左右〔丶 ⿰〕
优	wdny	wdn		〖󰄥※󰁼※󰄻※󰄼〗	
臼	ethg	eth		〖󰂪※󰄋※󰂺※󰂶〗	
伐	way			〖󰄥※󰂇※󰁶〗	捺·左右〔丶 ⿰〕
延	thnp			〖󰄋※󰀥※󰄃※󰃯〗	
仲	wkhh			〖󰄥※󰃏※󰂺※󰀢〗	竖·左右〔丨 ⿰〕
件	wtgh	wtg		〖󰄥※󰄋※󰀟※󰀢〗	竖·左右〔丨 ⿰〕
任	wtfg	wtf		〖󰄥※󰄋※󰂯※󰀝〗	横·左右〔一 ⿰〕
伤	wtet	wte		〖󰄥※󰁿※󰂫※󰁥〗	丿·左右〔丿 ⿰〕
价	wwjh	wwj		〖󰄥※󰄤※󰀯※󰀢〗	竖·左右〔丨 ⿰〕
伦	wwxn	wwx		〖󰄥※󰄤※󰄮※󰁀〗	折·左右〔乛 ⿰〕
份	wwvt	wwv		〖󰄥※󰄦※󰄠※󰁥〗	丿·左右〔丿 ⿰〕
华	wxfj	wxf		〖󰄥※󰁳※󰂱※󰀬〗	竖·上下〔丨 ⿱〕
仰	wqbh	wqb		〖󰄥※󰁚※󰂕※󰀢〗	竖·左右〔丨 ⿰〕
仿	wyt			〖󰄥※󰄸※󰁥〗	丿·左右〔丿 ⿰〕
伙	woy	wo		〖󰄥※󰃩※󰁶〗	捺·左右〔丶 ⿰〕
伪	wyey			〖󰄥※󰄼※󰂫※󰄼〗	
自	thd			〖󰄋※󰂼※󰀌〗	横·杂合〔一 ⿻〕
伊	wvtt	wvt		〖󰄥※󰁬※󰄋※󰁥〗	丿·左右〔丿 ⿰〕
血	tld			〖󰄋※󰃕※󰀌〗	横·杂合〔一 ⿻〕
向	tmkd	tmk		〖󰄋※󰃜※󰃏※󰀌〗	横·杂合〔一 ⿻〕
似	wnyw	wny		〖󰄥※󰁐※󰄼※󰄤〗	
后	rgkd	rg/rgk		〖󰃼※󰂶※󰃏※󰀌〗	横·杂合〔一 ⿻〕
行	tgsh	tgs		〖󰄎※󰂶※󰄆※󰀢〗	竖·左右〔丨 ⿰〕
舟	tui			〖󰄋※󰁪※󰀦〗	捺·杂合〔丶 ⿻〕
全	wgf	wg		〖󰄤※󰂷※󰀘〗	横·上下〔一 ⿱〕
会	wfcu	wfc		〖󰄤※󰂭※󰂙※󰁧〗	捺·上下〔丶 ⿱〕
杀	rsu			〖󰄄※󰄉※󰁧〗	捺·上下〔丶 ⿱〕
合	wgkf			〖󰄤※󰂶※󰃏※󰀘〗	横·上下〔一 ⿱〕
兆	qii			〖󰃺※󰀪※󰀦〗	捺·杂合〔丶 ⿻〕
企	whf			〖󰄤※󰂾※󰀘〗	横·上下〔一 ⿱〕
众	wwwu	www		〖󰄤※󰄤※󰄤※󰁧〗	捺·上下〔丶 ⿱〕
爷	wrbj	wrb		〖󰄦※󰄄※󰂕※󰀬〗	竖·上下〔丨 ⿱〕
伞	wufj	wuf		〖󰄤※󰄒※󰂱※󰀬〗	竖·上下〔丨 ⿱〕
创	wbjh	wbj		〖󰄤※󰂑※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
肌	ewn			〖󰂧※󰄨※󰁀〗	折·左右〔乛 ⿰〕
肋	eet			〖󰂧※󰂫※󰁥〗	丿·左右〔丿 ⿰〕
朵	wsu			〖󰄨※󰄅※󰁧〗	捺·上下〔丶 ⿱〕
杂	vsu	vs		〖󰄡※󰄉※󰁧〗	捺·上下〔丶 ⿱〕
危	qdbb	qdb		〖󰃸※󰂡※󰂑※󰀅〗	折·上下〔乛 ⿱〕
旬	qjd	qj		〖󰃷※󰃊※󰀌〗	横·杂合〔一 ⿻〕
旨	xjf	xj		〖󰄮※󰃋※󰀘〗	横·上下〔一 ⿱〕
旭	vjd	vj		〖󰄡※󰃊※󰀌〗	横·杂合〔一 ⿻〕
负	qmu	qm		〖󰃸※󰃚※󰁧〗	捺·上下〔丶 ⿱〕
匈	qrbk	qrb		〖󰃷※󰄄※󰂔※󰀵〗	竖·杂合〔丨 ⿻〕
名	qkf	qk		〖󰃹※󰃏※󰀘〗	横·上下〔一 ⿱〕
各	tkf	tk		〖󰄐※󰃏※󰀘〗	横·上下〔一 ⿱〕
多	qqu	qq		〖󰃹※󰃹※󰁧〗	捺·上下〔丶 ⿱〕
争	qvhj	qv/qvh		〖󰃸※󰁬※󰂻※󰀬〗	竖·上下〔丨 ⿱〕
色	qcb	qc		〖󰃸※󰂚※󰀅〗	折·上下〔乛 ⿱〕
壮	ufg			〖󰄿※󰂯※󰀝〗	横·左右〔一 ⿰〕
冲	ukhh	ukh		〖󰄑※󰃏※󰂺※󰀢〗	竖·左右〔丨 ⿰〕
妆	uvg	uv		〖󰄿※󰄟※󰀝〗	横·左右〔一 ⿰〕
冰	uiy	ui		〖󰄑※󰃂※󰁶〗	捺·左右〔丶 ⿰〕
庄	ofd	of		〖󰃫※󰂮※󰀌〗	横·杂合〔一 ⿻〕
庆	odi			〖󰃫※󰂝※󰀦〗	捺·杂合〔丶 ⿻〕
亦	you	yo		〖󰄶※󰁖※󰁧〗	捺·上下〔丶 ⿱〕
刘	yjh	yj		〖󰄷※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
齐	yjj			〖󰄷※󰀯※󰀬〗	竖·上下〔丨 ⿱〕
交	uru	ur		〖󰄘※󰄄※󰁧〗	捺·上下〔丶 ⿱〕
衣	yeu	ye		〖󰄶※󰀔※󰁧〗	捺·上下〔丶 ⿱〕
次	uqwy	uq/uqw		〖󰄑※󰄾※󰄤※󰁶〗	捺·左右〔丶 ⿰〕
产	ute	u		〖󰄓※󰄋※󰀏〗	丿·杂合〔丿 ⿻〕
决	unwy	unw		〖󰄑※󰁄※󰄤※󰁶〗	捺·左右〔丶 ⿰〕
亥	yntw			〖󰄶※󰂂※󰄋※󰄤〗	
充	ycqb	yc/ycq		〖󰄶※󰂙※󰃺※󰀅〗	折·上下〔乛 ⿱〕
妄	ynvf			〖󰄶※󰄃※󰄟※󰀘〗	横·上下〔一 ⿱〕
闭	ufte	uft		〖󰄙※󰀛※󰄋※󰀏〗	丿·杂合〔丿 ⿻〕
问	ukd	uk		〖󰄙※󰃏※󰀌〗	横·杂合〔一 ⿻〕
闯	ucgd			〖󰄙※󰀊※󰂶※󰀌〗	横·杂合〔一 ⿻〕
羊	uyth	uyt		〖󰄜※󰄼※󰄋※󰂺〗	
并	uaj	ua		〖󰄕※󰂉※󰀬〗	竖·上下〔丨 ⿱〕
关	udu			〖󰄕※󰂝※󰁧〗	捺·上下〔丶 ⿱〕
米	oyty	oyt		〖󰃪※󰄼※󰄋※󰂃〗	
灯	osh			〖󰃩※󰄆※󰀢〗	竖·左右〔丨 ⿰〕
州	ytyh			〖󰄼※󰄋※󰄼※󰂺〗	
汗	ifh	if		〖󰃁※󰂰※󰀢〗	竖·左右〔丨 ⿰〕
污	ifnn	ifn		〖󰃁※󰂭※󰁔※󰁀〗	折·左右〔乛 ⿰〕
江	iag	ia		〖󰃁※󰂆※󰀝〗	横·左右〔一 ⿰〕
汛	infh			〖󰃁※󰄺※󰂱※󰀢〗	竖·左右〔丨 ⿰〕
池	ibn			〖󰃁※󰂓※󰁀〗	折·左右〔乛 ⿰〕
汝	ivg			〖󰃁※󰄟※󰀝〗	横·左右〔一 ⿰〕
汤	inrt	inr		〖󰃁※󰁍※󰁤※󰁥〗	丿·左右〔丿 ⿰〕
忙	nynn	nyn		〖󰃣※󰄶※󰄃※󰁀〗	折·左右〔乛 ⿰〕
兴	igwu	igw		〖󰀧※󰂶※󰄦※󰁧〗	捺·上下〔丶 ⿱〕
宇	pgfj	pgf		〖󰃰※󰂶※󰀛※󰀬〗	竖·上下〔丨 ⿱〕
守	pfu	pf		〖󰃰※󰂳※󰁧〗	捺·上下〔丶 ⿱〕
宅	ptab	pta		〖󰃰※󰄋※󰂌※󰀅〗	折·上下〔乛 ⿱〕
字	pbf	pb		〖󰃰※󰂍※󰀘〗	横·上下〔一 ⿱〕
安	pvf	pv		〖󰃰※󰄟※󰀘〗	横·上下〔一 ⿱〕
讲	yfjh	yfj		〖󰄵※󰂭※󰀯※󰀢〗	竖·左右〔丨 ⿰〕
讳	yfnh			〖󰄵※󰂭※󰂁※󰂺〗	
军	plj	pl		〖󰃱※󰃖※󰀬〗	竖·上下〔丨 ⿱〕
讶	yaht	yah		〖󰄵※󰀄※󰂻※󰄋〗	
许	ytfh	ytf		〖󰄵※󰁿※󰂱※󰀢〗	竖·左右〔丨 ⿰〕
讹	ywxn			〖󰄵※󰄥※󰁳※󰁀〗	折·左右〔乛 ⿰〕
论	ywxn	ywx		〖󰄵※󰄤※󰄮※󰁀〗	折·左右〔乛 ⿰〕
讼	ywcy			〖󰄵※󰄦※󰂙※󰁶〗	捺·左右〔丶 ⿰〕
农	pei	pe		〖󰃱※󰀔※󰀦〗	捺·杂合〔丶 ⿻〕
讽	ywry	ywr		〖󰄵※󰁰※󰄄※󰁶〗	捺·左右〔丶 ⿰〕
设	ywcy	ywc		〖󰄵※󰄨※󰂘※󰁶〗	捺·左右〔丶 ⿰〕
访	yyt			〖󰄵※󰄸※󰁥〗	丿·左右〔丿 ⿰〕
诀	ynwy			〖󰄵※󰁄※󰄤※󰁶〗	捺·左右〔丶 ⿰〕
寻	vfu	vf		〖󰄢※󰂳※󰁧〗	捺·上下〔丶 ⿱〕
那	ngbh	ng/ngb		〖󰂁※󰀠※󰂏※󰀢〗	竖·左右〔丨 ⿰〕
迅	nfpk	nfp		〖󰄺※󰂱※󰃮※󰀵〗	竖·杂合〔丨 ⿻〕
尽	nyuu	nyu		〖󰃡※󰂃※󰁦※󰁧〗	捺·上下〔丶 ⿱〕
导	nfu	nf		〖󰃠※󰂳※󰁧〗	捺·上下〔丶 ⿱〕
异	naj	na		〖󰃠※󰂉※󰀬〗	竖·上下〔丨 ⿱〕
弛	xbn			〖󰄬※󰂓※󰁀〗	折·左右〔乛 ⿰〕
孙	biy	bi		〖󰂎※󰃅※󰁶〗	捺·左右〔丶 ⿰〕
阵	blh	bl		〖󰂏※󰃖※󰀢〗	竖·左右〔丨 ⿰〕
阳	bjg	bj		〖󰂏※󰃊※󰀝〗	横·左右〔一 ⿰〕
收	nhty	nh/nht		〖󰁐※󰂺※󰄏※󰁶〗	捺·左右〔丶 ⿰〕
阶	bwjh	bwj		〖󰂏※󰄤※󰀯※󰀢〗	竖·左右〔丨 ⿰〕
阴	beg	be		〖󰂏※󰂧※󰀝〗	横·左右〔一 ⿰〕
防	byt			〖󰂏※󰄸※󰁥〗	丿·左右〔丿 ⿰〕
奸	vfh			〖󰄟※󰂰※󰀢〗	竖·左右〔丨 ⿰〕
如	vkg	vk		〖󰄟※󰃏※󰀝〗	横·左右〔一 ⿰〕
妇	vvg	vv		〖󰄟※󰄢※󰀝〗	横·左右〔一 ⿰〕
妃	vnn			〖󰄟※󰃟※󰁀〗	折·左右〔乛 ⿰〕
好	vbg	vb		〖󰄟※󰂍※󰀝〗	横·左右〔一 ⿰〕
她	vbn			〖󰄟※󰂓※󰁀〗	折·左右〔乛 ⿰〕
妈	vcgg	vc/vcg		〖󰄟※󰀊※󰂶※󰀝〗	横·左右〔一 ⿰〕
戏	cay	ca		〖󰂘※󰂇※󰁶〗	捺·左右〔丶 ⿰〕
羽	nnyg	nny		〖󰃥※󰂁※󰄼※󰀞〗	
观	cmqn	cm/cmq		〖󰂘※󰀿※󰁜※󰁀〗	折·左右〔乛 ⿰〕
欢	cqwy	cqw		〖󰂘※󰄾※󰄤※󰁶〗	捺·左右〔丶 ⿰〕
买	nudu			〖󰃦※󰁦※󰂝※󰁧〗	捺·上下〔丶 ⿱〕
红	xag	xa		〖󰄪※󰂆※󰀝〗	横·左右〔一 ⿰〕
驮	cgdy			〖󰀊※󰀞※󰂝※󰁶〗	捺·左右〔丶 ⿰〕
纤	xtfh	xtf		〖󰄪※󰄋※󰂱※󰀢〗	竖·左右〔丨 ⿰〕
驯	cgkh	cgk		〖󰀊※󰀞※󰃎※󰀢〗	竖·左右〔丨 ⿰〕
约	xqyy	xq/xqy		〖󰄪※󰃷※󰄼※󰁶〗	捺·左右〔丶 ⿰〕
级	xbyy	xb/xby		〖󰄪※󰂖※󰂃※󰁶〗	捺·左右〔丶 ⿰〕
纪	xnn	xn		〖󰄪※󰃟※󰁀〗	折·左右〔乛 ⿰〕
驰	cgbn			〖󰀊※󰀞※󰂓※󰁀〗	折·左右〔乛 ⿰〕
纫	xvyy	xvy		〖󰄪※󰄠※󰄼※󰁶〗	捺·左右〔丶 ⿰〕
巡	vpv			〖󰄞※󰃮※󰁫〗	折·杂合〔乛 ⿻〕
寿	dtfu	dtf		〖󰂜※󰄋※󰂳※󰁧〗	捺·上下〔丶 ⿱〕
弄	gaj			〖󰂷※󰂉※󰀬〗	竖·上下〔丨 ⿱〕
麦	gtu	gt		〖󰁽※󰄐※󰁧〗	捺·上下〔丶 ⿱〕
玖	gqyy	gqy		〖󰂷※󰁛※󰂃※󰁶〗	捺·左右〔丶 ⿰〕
玛	gcgg	gcg		〖󰂷※󰀊※󰂶※󰀝〗	横·左右〔一 ⿰〕
形	gaet	gae		〖󰂶※󰂉※󰂥※󰁥〗	丿·左右〔丿 ⿰〕
进	fjpk	fjp		〖󰂭※󰀯※󰃮※󰀵〗	竖·杂合〔丨 ⿻〕
戒	aak			〖󰂇※󰂉※󰀵〗	竖·杂合〔丨 ⿻〕
吞	gdkf	gdk		〖󰂶※󰂝※󰃏※󰀘〗	横·上下〔一 ⿱〕
远	fqpv	fqp		〖󰂭※󰃺※󰃮※󰁫〗	折·杂合〔乛 ⿻〕
违	fnhp			〖󰂭※󰂁※󰂺※󰃮〗	
韧	fnhy			〖󰂭※󰂁※󰂺※󰄼〗	
运	fcpi	fcp		〖󰂭※󰂙※󰃮※󰀦〗	捺·杂合〔丶 ⿻〕
扶	rgy			〖󰃿※󰂹※󰁶〗	捺·左右〔丶 ⿰〕
抚	rfqn	rfq		〖󰃿※󰂭※󰁜※󰁀〗	折·左右〔乛 ⿰〕
坛	ffcy	ffc		〖󰂮※󰂭※󰂙※󰁶〗	捺·左右〔丶 ⿰〕
技	rfcy	rfc		〖󰃿※󰂱※󰂘※󰁶〗	捺·左右〔丶 ⿰〕
坏	fdhy	fdh		〖󰂮※󰂢※󰂿※󰁶〗	捺·左右〔丶 ⿰〕
抠	rary	rar		〖󰃿※󰂋※󰄄※󰁶〗	捺·左右〔丶 ⿰〕
扰	rdny	rdn		〖󰃿※󰁼※󰄻※󰄼〗	
扼	rdbn	rdb		〖󰃿※󰂡※󰂑※󰁀〗	折·左右〔乛 ⿰〕
拒	rang	ran		〖󰃿※󰂋※󰁃※󰀝〗	横·左右〔一 ⿰〕
找	ray	ra		〖󰃿※󰂇※󰁶〗	捺·左右〔丶 ⿰〕
批	rxxn	rxx		〖󰃿※󰁴※󰄮※󰁀〗	折·左右〔乛 ⿰〕
址	fhg			〖󰂮※󰂾※󰀝〗	横·左右〔一 ⿰〕
扯	rhg			〖󰃿※󰂾※󰀝〗	横·左右〔一 ⿰〕
走	fhu			〖󰂮※󰁾※󰁧〗	捺·上下〔丶 ⿱〕
抄	ritt	rit		〖󰃿※󰃅※󰄋※󰁥〗	丿·左右〔丿 ⿰〕
贡	amu	am		〖󰂆※󰃚※󰁧〗	捺·上下〔丶 ⿱〕
汞	aiu			〖󰂆※󰃂※󰁧〗	捺·上下〔丶 ⿱〕
坝	fmy			〖󰂮※󰃚※󰁶〗	捺·左右〔丶 ⿰〕
攻	aty	at		〖󰂆※󰄏※󰁶〗	捺·左右〔丶 ⿰〕
赤	fou	fo		〖󰂮※󰁖※󰁧〗	捺·上下〔丶 ⿱〕
折	rrh	rr		〖󰃿※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
抓	rrhy			〖󰃿※󰃼※󰂺※󰂃〗	
扳	rrcy	rrc		〖󰃿※󰃼※󰂘※󰁶〗	捺·左右〔丶 ⿰〕
抡	rwxn	rwx		〖󰃿※󰄤※󰄮※󰁀〗	折·左右〔乛 ⿰〕
扮	rwvt			〖󰃿※󰄦※󰄠※󰁥〗	丿·左右〔丿 ⿰〕
